Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
NC3307,6.8,No Sugar,0.191,Health and Hygiene,85.64,OUT002,1998,Small,Tier 3,Food Mart,875.08
FD259,12.52,Low Sugar,0.011,Dairy,126.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,2964.71
DR4730,8.03,Regular,0.076,Soft Drinks,77.05,OUT002,1998,Small,Tier 3,Food Mart,976.77
FD6328,14.42,Regular,0.065,Snack Foods,170.37,OUT003,1999,Medium,Tier 1,Departmental Store,4330.37
FD263,10.45,Low Sugar,0.089,Dairy,89.04,OUT002,1998,Small,Tier 3,Food Mart,972.72
FD8016,9.47,Low Sugar,0.052,Canned,137.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,2537.93
FD3133,11.11,Low Sugar,0.138,Baking Goods,152.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3224.02
FD4458,16.29,Low Sugar,0.098,Frozen Foods,200.39,OUT003,1999,Medium,Tier 1,Departmental Store,5366.59
NC5981,13.28,No Sugar,0.055,Household,135.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3354.83
FD6043,13.68,Low Sugar,0.018,Baking Goods,163.02,OUT001,1987,High,Tier 2,Supermarket Type1,4012.35
FD3871,13.28,Regular,0.035,Baking Goods,188.91,OUT003,1999,Medium,Tier 1,Departmental Store,4451.41
NC1148,11.89,No Sugar,0.156,Household,131.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,2963.71
FD8662,17.68,Low Sugar,0.049,Baking Goods,152.4,OUT003,1999,Medium,Tier 1,Departmental Store,4699.08
FD5300,15.56,Low Sugar,0.153,Canned,171.92,OUT001,1987,High,Tier 2,Supermarket Type1,4619.83
FD4828,12.8,Regular,0.022,Canned,145.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3450.78
FD8592,13.92,Regular,0.054,Canned,181.48,OUT003,1999,Medium,Tier 1,Departmental Store,4443.6
FD1760,12.3,Low Sugar,0.008,Fruits and Vegetables,157.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3582.28
FD1611,13.88,Regular,0.035,Fruits and Vegetables,124.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3275.64
DR5455,10.11,Low Sugar,0.053,Hard Drinks,88.91,OUT002,1998,Small,Tier 3,Food Mart,1690.08
FD5450,10.94,Low Sugar,0.026,Frozen Foods,119.27,OUT001,1987,High,Tier 2,Supermarket Type1,2499.11
DR5831,15.89,Low Sugar,0.171,Soft Drinks,168.67,OUT001,1987,High,Tier 2,Supermarket Type1,4627.99
NC7803,13.99,No Sugar,0.083,Health and Hygiene,145.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3733.52
FD6029,13.51,Low Sugar,0.099,Snack Foods,157.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3863.1
FD7081,8.99,Regular,0.041,Starchy Foods,101.94,OUT002,1998,Small,Tier 3,Food Mart,1702.62
FD744,10.42,Low Sugar,0.039,Fruits and Vegetables,132.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,2655.46
FD289,9.45,Low Sugar,0.094,Canned,162.28,OUT002,1998,Small,Tier 3,Food Mart,563.06
DR3676,11.76,Low Sugar,0.068,Hard Drinks,164.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3618.29
FD4759,12.75,Regular,0.028,Meat,136.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3252.6
FD4644,14.33,Low Sugar,0.097,Frozen Foods,131.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3505.13
FD4397,13.47,Regular,0.151,Dairy,120.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3086.94
FD2387,10.32,Regular,0.025,Snack Foods,122.2,OUT001,1987,High,Tier 2,Supermarket Type1,2417.92
FD7894,9.42,Regular,0.074,Dairy,103.32,OUT002,1998,Small,Tier 3,Food Mart,1828.94
FD154,11.83,Regular,0.123,Frozen Foods,130.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,4968.47
DR3489,13.07,Low Sugar,0.068,Soft Drinks,155.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3718.13
NC3577,10.63,No Sugar,0.034,Health and Hygiene,194.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3964.22
DR421,10.47,Low Sugar,0.16,Soft Drinks,93.51,OUT003,1999,Medium,Tier 1,Departmental Store,5233.53
NC5064,11.24,No Sugar,0.014,Household,143.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3050.9
FD6740,11.78,Regular,0.066,Meat,144.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3203.44
DR5284,13.89,Regular,0.053,Hard Drinks,182.66,OUT003,1999,Medium,Tier 1,Departmental Store,4462.33
FD4883,13.66,Regular,0.076,Snack Foods,144.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3632.6
FD2876,13.05,Low Sugar,0.017,Breads,163.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3886.66
NC5360,12.67,No Sugar,0.054,Health and Hygiene,158.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3691.88
FD2059,13.22,Low Sugar,0.108,Dairy,161.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3885.99
NC8142,12.25,No Sugar,0.015,Household,127.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,2960.39
DR2860,9.26,Regular,0.043,Soft Drinks,102.67,OUT002,1998,Small,Tier 3,Food Mart,1778.64
FD5856,14.07,Low Sugar,0.05,Meat,154.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,3917.18
DR7473,14.02,Low Sugar,0.128,Soft Drinks,182.28,OUT003,1999,Medium,Tier 1,Departmental Store,4482.93
FD1223,11.79,Low Sugar,0.009,Dairy,114.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,2587.35
DR6405,11.07,Low Sugar,0.086,Soft Drinks,88.12,OUT002,1998,Small,Tier 3,Food Mart,1889.31
FD2912,8.36,Regular,0.042,Meat,109.94,OUT002,1998,Small,Tier 3,Food Mart,1724.22
NC4471,15.1,No Sugar,0.142,Household,211.63,OUT003,1999,Medium,Tier 1,Departmental Store,5327.77
FD7817,14.2,Regular,0.128,Frozen Foods,181.79,OUT001,1987,High,Tier 2,Supermarket Type1,4513.23
DR5343,13.0,Low Sugar,0.047,Hard Drinks,191.22,OUT003,1999,Medium,Tier 1,Departmental Store,4436.42
FD2058,7.44,Low Sugar,0.076,Snack Foods,78.77,OUT002,1998,Small,Tier 3,Food Mart,877.75
FD3749,13.34,Regular,0.03,Canned,160.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3884.64
FD7938,12.89,Low Sugar,0.107,Fruits and Vegetables,153.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3630.18
FD3094,12.57,Low Sugar,0.152,Canned,156.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3622.6
FD1239,14.62,Low Sugar,0.033,Fruits and Vegetables,147.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3909.34
FD5356,10.17,Low Sugar,0.005,Snack Foods,149.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2947.09
NC6384,12.69,No Sugar,0.172,Others,135.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3225.11
FD7399,10.34,Low Sugar,0.142,Canned,119.07,OUT001,1987,High,Tier 2,Supermarket Type1,2358.07
FD1496,8.9,Low Sugar,0.108,Snack Foods,149.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,2660.66
FD3734,16.35,Low Sugar,0.08,Baking Goods,202.49,OUT003,1999,Medium,Tier 1,Departmental Store,5422.91
DR4889,17.84,Low Sugar,0.037,Soft Drinks,148.23,OUT001,1987,High,Tier 2,Supermarket Type1,4650.04
FD46,11.35,Low Sugar,0.027,Dairy,119.64,OUT002,1998,Small,Tier 3,Food Mart,1011.63
FD4014,16.64,Regular,0.094,Canned,194.6,OUT003,1999,Medium,Tier 1,Departmental Store,5327.33
NC5787,11.47,No Sugar,0.09,Health and Hygiene,157.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3397.82
FD8357,13.53,Regular,0.048,Snack Foods,193.39,OUT001,1987,High,Tier 2,Supermarket Type1,4599.89
FD4594,17.16,Regular,0.036,Canned,167.49,OUT003,1999,Medium,Tier 1,Departmental Store,4891.32
FD1623,14.76,Low Sugar,0.011,Meat,167.31,OUT003,1999,Medium,Tier 1,Departmental Store,4344.66
FD7198,14.68,Low Sugar,0.063,Meat,115.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3266.3
FD1271,13.91,Low Sugar,0.092,Fruits and Vegetables,175.26,OUT003,1999,Medium,Tier 1,Departmental Store,4313.99
FD5672,13.28,Low Sugar,0.072,Snack Foods,208.64,OUT001,1987,High,Tier 2,Supermarket Type1,4854.85
FD4588,10.14,Low Sugar,0.01,Canned,95.25,OUT002,1998,Small,Tier 3,Food Mart,1826.77
FD801,11.07,Low Sugar,0.067,Dairy,125.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,2648.73
DR7648,12.64,Low Sugar,0.12,Soft Drinks,103.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,2567.56
FD4876,9.52,Low Sugar,0.022,Baking Goods,154.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,2899.65
DR4784,12.76,Low Sugar,0.036,Soft Drinks,136.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3262.43
FD3768,11.05,Low Sugar,0.081,Canned,119.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2535.28
FD4143,13.88,Regular,0.014,Canned,215.19,OUT003,1999,Medium,Tier 1,Departmental Store,5126.13
FD1767,12.7,Low Sugar,0.038,Fruits and Vegetables,170.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3944.7
FD7260,7.6,Regular,0.021,Frozen Foods,175.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2885.13
FD7997,10.77,Low Sugar,0.07,Starchy Foods,107.46,OUT002,1998,Small,Tier 3,Food Mart,2217.81
NC3206,11.3,No Sugar,0.077,Household,166.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3551.79
FD3279,10.94,Regular,0.154,Fruits and Vegetables,87.18,OUT002,1998,Small,Tier 3,Food Mart,1842.65
FD7406,12.39,Regular,0.055,Canned,114.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,2730.21
FD1451,16.12,Low Sugar,0.097,Dairy,160.18,OUT001,1987,High,Tier 2,Supermarket Type1,4505.81
FD8696,13.2,Low Sugar,0.129,Snack Foods,119.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3022.29
DR5018,8.52,Low Sugar,0.055,Soft Drinks,135.91,OUT002,1998,Small,Tier 3,Food Mart,2290.82
NC4951,12.79,No Sugar,0.015,Household,150.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,3547.77
NC1899,14.34,No Sugar,0.026,Health and Hygiene,162.64,OUT001,1987,High,Tier 2,Supermarket Type1,4153.3
FD2370,13.66,Low Sugar,0.162,Snack Foods,168.46,OUT001,1987,High,Tier 2,Supermarket Type1,4119.22
FD5004,12.28,Regular,0.171,Baking Goods,141.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3265.24
FD8618,12.49,Regular,0.047,Fruits and Vegetables,124.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,2958.3
FD7061,11.56,Low Sugar,0.188,Fruits and Vegetables,132.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2909.79
NC1939,12.0,No Sugar,0.149,Health and Hygiene,106.22,OUT001,1987,High,Tier 2,Supermarket Type1,2470.78
NC235,12.55,No Sugar,0.162,Household,157.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3805.39
FD6295,13.05,Regular,0.055,Dairy,165.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3929.68
NC6220,11.08,No Sugar,0.015,Household,143.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.97
FD2061,13.56,Low Sugar,0.027,Frozen Foods,151.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3741.07
FD2454,14.55,Regular,0.049,Snack Foods,203.96,OUT003,1999,Medium,Tier 1,Departmental Store,5046.33
FD2511,14.21,Low Sugar,0.142,Fruits and Vegetables,152.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3909.55
FD8469,14.9,Low Sugar,0.05,Snack Foods,199.95,OUT003,1999,Medium,Tier 1,Departmental Store,5043.15
FD1332,9.02,Low Sugar,0.108,Snack Foods,106.93,OUT002,1998,Small,Tier 3,Food Mart,1812.78
FD6107,12.86,Low Sugar,0.062,Fruits and Vegetables,139.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3341.99
NC2846,15.57,No Sugar,0.173,Health and Hygiene,157.75,OUT003,1999,Medium,Tier 1,Departmental Store,4330.81
FD8032,15.16,Low Sugar,0.012,Canned,158.13,OUT003,1999,Medium,Tier 1,Departmental Store,4246.67
FD1709,11.22,Low Sugar,0.027,Meat,144.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3075.12
FD1751,11.96,Regular,0.077,Breads,153.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3428.18
FD2898,16.53,Low Sugar,0.042,Baking Goods,181.12,OUT003,1999,Medium,Tier 1,Departmental Store,5027.6
FD1620,13.04,Low Sugar,0.172,Breads,154.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3686.22
FD999,14.67,Regular,0.072,Canned,150.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3973.91
FD2422,13.61,Low Sugar,0.036,Snack Foods,136.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3462.97
FD5825,13.62,Regular,0.108,Fruits and Vegetables,179.95,OUT003,1999,Medium,Tier 1,Departmental Store,4345.02
FD6128,12.04,Low Sugar,0.013,Dairy,101.35,OUT001,1987,High,Tier 2,Supermarket Type1,2380.12
NC2743,11.69,No Sugar,0.142,Household,115.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2580.96
FD3776,9.92,Low Sugar,0.031,Fruits and Vegetables,153.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2964.44
FD808,12.18,Low Sugar,0.017,Fruits and Vegetables,168.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3778.49
NC3583,10.42,No Sugar,0.091,Health and Hygiene,155.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3128.43
FD8404,16.52,Regular,0.121,Snack Foods,111.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3599.12
FD4454,14.15,Low Sugar,0.014,Fruits and Vegetables,169.94,OUT003,1999,Medium,Tier 1,Departmental Store,4260.86
FD2763,12.17,Low Sugar,0.022,Baking Goods,132.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3048.81
FD8724,13.23,Low Sugar,0.019,Frozen Foods,175.13,OUT001,1987,High,Tier 2,Supermarket Type1,4158.06
FD4880,11.55,Low Sugar,0.07,Snack Foods,137.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3019.18
NC6558,11.71,No Sugar,0.061,Health and Hygiene,165.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3617.53
NC8481,9.11,No Sugar,0.054,Household,123.37,OUT002,1998,Small,Tier 3,Food Mart,2167.55
FD6025,13.46,Regular,0.161,Snack Foods,188.36,OUT003,1999,Medium,Tier 1,Departmental Store,4480.26
FD152,12.52,Regular,0.119,Fruits and Vegetables,105.32,OUT003,1999,Medium,Tier 1,Departmental Store,6104.19
FD6994,16.67,Regular,0.033,Fruits and Vegetables,233.57,OUT003,1999,Medium,Tier 1,Departmental Store,6132.54
FD5063,14.82,Low Sugar,0.072,Breakfast,178.16,OUT001,1987,High,Tier 2,Supermarket Type1,4579.88
DR2078,11.09,Low Sugar,0.158,Soft Drinks,153.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3227.98
FD3624,11.72,Low Sugar,0.057,Dairy,155.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3415.93
FD6350,12.0,Low Sugar,0.097,Snack Foods,157.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3524.53
FD2752,14.51,Regular,0.09,Snack Foods,189.42,OUT001,1987,High,Tier 2,Supermarket Type1,4739.56
NC7435,11.58,No Sugar,0.09,Household,123.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,2735.03
FD2342,10.91,Low Sugar,0.099,Baking Goods,109.32,OUT002,1998,Small,Tier 3,Food Mart,2287.11
FD2248,14.88,Low Sugar,0.292,Dairy,186.77,OUT001,1987,High,Tier 2,Supermarket Type1,4769.76
NC3009,11.07,No Sugar,0.031,Others,136.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,2882.67
NC112,10.92,No Sugar,0.087,Household,116.87,OUT002,1998,Small,Tier 3,Food Mart,2038.64
NC3035,14.79,No Sugar,0.144,Health and Hygiene,128.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3547.76
FD7776,12.7,Regular,0.076,Meat,107.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,2663.33
NC6266,12.1,No Sugar,0.057,Others,201.72,OUT003,1999,Medium,Tier 1,Departmental Store,4446.42
DR1593,12.42,Low Sugar,0.119,Soft Drinks,168.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3833.04
FD3773,10.19,Regular,0.129,Dairy,115.6,OUT002,1998,Small,Tier 3,Food Mart,2254.59
FD8273,11.9,Low Sugar,0.067,Baking Goods,158.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3523.96
FD7713,9.46,Regular,0.119,Baking Goods,73.87,OUT002,1998,Small,Tier 3,Food Mart,1234.6
FD6750,12.52,Low Sugar,0.142,Snack Foods,158.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3649.03
FD8046,14.47,Low Sugar,0.033,Fruits and Vegetables,181.67,OUT001,1987,High,Tier 2,Supermarket Type1,4571.91
NC8103,11.18,No Sugar,0.107,Household,100.57,OUT002,1998,Small,Tier 3,Food Mart,2170.67
NC4287,11.94,No Sugar,0.138,Household,176.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3900.37
FD2646,11.07,Low Sugar,0.128,Meat,108.41,OUT001,1987,High,Tier 2,Supermarket Type1,2305.71
FD5684,11.16,Low Sugar,0.014,Breads,162.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3436.33
FD5475,15.6,Low Sugar,0.128,Meat,142.9,OUT001,1987,High,Tier 2,Supermarket Type1,4034.74
NC5593,17.44,No Sugar,0.094,Others,181.24,OUT003,1999,Medium,Tier 1,Departmental Store,5235.95
FD8018,13.64,Low Sugar,0.021,Frozen Foods,135.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3446.4
NC7455,12.55,No Sugar,0.102,Household,140.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3297.81
DR4491,11.65,Low Sugar,0.035,Soft Drinks,153.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3353.21
NC3280,8.19,No Sugar,0.049,Health and Hygiene,137.13,OUT002,1998,Small,Tier 3,Food Mart,2241.31
NC2457,13.82,No Sugar,0.104,Household,197.84,OUT001,1987,High,Tier 2,Supermarket Type1,4757.76
DR6798,12.51,Low Sugar,0.066,Soft Drinks,173.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3969.38
FD6053,14.08,Low Sugar,0.046,Baking Goods,147.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3775.5
FD6739,11.42,Low Sugar,0.034,Meat,156.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3376.55
NC5307,12.98,No Sugar,0.123,Health and Hygiene,129.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,3159.82
FD6023,9.65,Low Sugar,0.06,Dairy,109.18,OUT002,1998,Small,Tier 3,Food Mart,2001.26
FD253,12.56,Low Sugar,0.092,Snack Foods,161.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,5064.03
FD5371,11.48,Regular,0.025,Baking Goods,159.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3441.95
FD4356,12.05,Low Sugar,0.041,Dairy,143.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3245.23
NC4016,11.9,No Sugar,0.151,Others,207.46,OUT001,1987,High,Tier 2,Supermarket Type1,4519.09
FD2668,14.37,Low Sugar,0.154,Dairy,126.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3426.76
FD6184,14.05,Low Sugar,0.191,Snack Foods,130.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3420.56
FD459,10.52,Low Sugar,0.079,Canned,181.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,5086.07
NC8663,9.29,No Sugar,0.034,Household,127.26,OUT002,1998,Small,Tier 3,Food Mart,2288.48
DR8277,9.11,Low Sugar,0.022,Soft Drinks,97.82,OUT002,1998,Small,Tier 3,Food Mart,1646.53
FD3866,14.88,Low Sugar,0.026,Canned,139.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3801.97
FD5023,15.47,Low Sugar,0.159,Fruits and Vegetables,180.54,OUT001,1987,High,Tier 2,Supermarket Type1,4775.21
FD5035,10.36,Regular,0.021,Meat,137.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2729.96
FD5640,14.83,Low Sugar,0.009,Fruits and Vegetables,161.92,OUT003,1999,Medium,Tier 1,Departmental Store,4249.83
NC1542,10.77,No Sugar,0.081,Health and Hygiene,139.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,2870.0
FD346,12.8,Low Sugar,0.085,Breads,139.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3518.98
DR7956,9.16,Low Sugar,0.016,Hard Drinks,97.23,OUT002,1998,Small,Tier 3,Food Mart,1645.96
FD3089,13.43,Low Sugar,0.01,Fruits and Vegetables,134.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,3369.65
FD1347,13.53,Regular,0.136,Baking Goods,133.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3367.73
FD2968,13.74,Low Sugar,0.027,Canned,142.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3609.32
FD1791,12.72,Regular,0.119,Canned,125.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3018.35
DR3220,11.91,Low Sugar,0.127,Hard Drinks,159.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,3529.48
FD140,17.34,Low Sugar,0.025,Snack Foods,239.31,OUT003,1999,Medium,Tier 1,Departmental Store,6277.33
FD2389,11.38,Low Sugar,0.013,Seafood,128.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,2790.57
FD441,10.86,Regular,0.08,Canned,208.49,OUT002,1998,Small,Tier 3,Food Mart,2078.06
FD2202,12.89,Low Sugar,0.154,Baking Goods,120.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,2965.95
FD902,10.84,Regular,0.066,Meat,120.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2502.33
FD5408,13.84,Low Sugar,0.054,Baking Goods,149.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,3764.66
FD335,15.32,Low Sugar,0.033,Fruits and Vegetables,166.49,OUT003,1999,Medium,Tier 1,Departmental Store,6706.11
FD6163,14.63,Regular,0.112,Fruits and Vegetables,191.61,OUT001,1987,High,Tier 2,Supermarket Type1,4812.87
FD8667,15.67,Low Sugar,0.041,Canned,171.66,OUT001,1987,High,Tier 2,Supermarket Type1,4638.56
FD3152,14.5,Regular,0.033,Starchy Foods,177.73,OUT003,1999,Medium,Tier 1,Departmental Store,4498.59
NC2572,12.66,No Sugar,0.141,Health and Hygiene,146.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3439.9
FD7964,13.7,Regular,0.03,Fruits and Vegetables,147.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3697.17
FD2712,12.53,Low Sugar,0.036,Meat,131.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3103.81
FD1689,11.41,Regular,0.099,Dairy,167.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3582.09
DR5927,13.25,Low Sugar,0.091,Soft Drinks,111.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2864.96
DR6970,12.25,Low Sugar,0.012,Hard Drinks,188.2,OUT003,1999,Medium,Tier 1,Departmental Store,4205.63
DR7211,12.65,Low Sugar,0.031,Soft Drinks,143.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3379.42
FD3149,17.21,Low Sugar,0.033,Fruits and Vegetables,199.57,OUT003,1999,Medium,Tier 1,Departmental Store,5558.43
FD3055,9.01,Regular,0.099,Fruits and Vegetables,53.86,OUT002,1998,Small,Tier 3,Food Mart,723.24
NC7492,8.81,No Sugar,0.026,Others,89.94,OUT002,1998,Small,Tier 3,Food Mart,1417.64
NC563,15.52,No Sugar,0.044,Others,185.24,OUT001,1987,High,Tier 2,Supermarket Type1,4870.75
FD2919,14.91,Regular,0.042,Meat,172.32,OUT003,1999,Medium,Tier 1,Departmental Store,4480.33
FD757,11.49,Regular,0.064,Canned,148.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3221.39
FD5123,14.07,Low Sugar,0.1,Breads,138.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3598.36
DR4435,12.54,Low Sugar,0.188,Soft Drinks,113.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,2746.67
FD4011,18.54,Low Sugar,0.057,Breads,171.9,OUT003,1999,Medium,Tier 1,Departmental Store,5292.66
FD4210,9.21,Regular,0.113,Dairy,80.14,OUT002,1998,Small,Tier 3,Food Mart,1306.34
FD233,15.2,Low Sugar,0.077,Frozen Foods,184.73,OUT003,1999,Medium,Tier 1,Departmental Store,5994.13
FD4419,11.51,Regular,0.161,Canned,141.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3075.47
FD3659,12.5,reg,0.071,Canned,144.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3366.67
FD4882,9.35,Low Sugar,0.049,Canned,102.96,OUT002,1998,Small,Tier 3,Food Mart,1804.36
FD4785,15.55,Regular,0.081,Snack Foods,207.8,OUT003,1999,Medium,Tier 1,Departmental Store,5351.11
FD4489,10.55,Low Sugar,0.096,Snack Foods,190.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3869.95
DR3787,11.4,Low Sugar,0.174,Soft Drinks,165.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,3556.31
FD3525,13.2,Low Sugar,0.124,Fruits and Vegetables,159.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3828.79
FD7052,14.35,Low Sugar,0.039,Dairy,179.76,OUT001,1987,High,Tier 2,Supermarket Type1,4505.87
FD5247,16.13,Low Sugar,0.071,Breads,205.27,OUT003,1999,Medium,Tier 1,Departmental Store,5430.32
FD3492,15.62,reg,0.052,Frozen Foods,183.02,OUT001,1987,High,Tier 2,Supermarket Type1,4860.93
FD3757,13.01,Low Sugar,0.089,Meat,135.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3290.51
NC6090,15.0,No Sugar,0.064,Household,188.52,OUT001,1987,High,Tier 2,Supermarket Type1,4832.14
NC2835,15.54,No Sugar,0.025,Health and Hygiene,191.21,OUT003,1999,Medium,Tier 1,Departmental Store,5009.25
FD6337,11.16,Low Sugar,0.096,Meat,142.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3032.16
NC338,9.24,No Sugar,0.024,Household,119.52,OUT002,1998,Small,Tier 3,Food Mart,828.37
FD7718,7.99,Regular,0.016,Frozen Foods,135.44,OUT002,1998,Small,Tier 3,Food Mart,2163.22
FD7940,11.11,Low Sugar,0.034,Snack Foods,153.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3238.29
FD1039,15.36,Low Sugar,0.01,Starchy Foods,181.89,OUT001,1987,High,Tier 2,Supermarket Type1,4778.74
